0	0.000199	0.397211
13334	0.397609	0.551331
26667	0.781252	0.698423
40000	1.162555	0.843712
53333	1.546587	0.988987
66666	1.936371	1.132154
79999	2.32046	1.275941
93332	2.702574	1.423451
106665	3.085573	1.572784
119998	3.468764	1.717029
133331	3.850967	1.861067
146664	4.240967	2.004539
159997	4.624418	2.147675
173330	5.009469	2.292502
186663	5.39272	2.439769
199996	5.779887	2.586476
